t,x,y,z,odom_yaw,cx,cy,cz,label,rot1,rot2,rot3,rot4,rot5,rot6,rot7,rot8,rot9
1713602430202486179,3.4722,0.0765822,0.833135,-0.356445,3.49301,0.111756,0.152392,Four,0.98351,-0.0272794,0.178786,0.0328083,0.999068,-0.0280405,-0.177855,0.0334437,0.983488
1713602430213282957,3.43857,0.070166,0.825566,-0.36759,3.45876,0.104407,0.150682,Four,0.983509,-0.0272638,0.178793,0.0327877,0.99907,-0.0280134,-0.177863,0.0334137,0.983488
1713602430221686247,3.43414,0.064876,0.824825,-0.351819,3.45441,0.0991311,0.150487,Four,0.983503,-0.027303,0.178818,0.0328335,0.999067,-0.0280411,-0.177886,0.0334497,0.983482
1713602430227536321,3.45879,0.06154,0.830278,-0.310175,3.47972,0.0964398,0.151323,Four,0.983502,-0.0272986,0.178827,0.0328294,0.999068,-0.0280419,-0.177894,0.03345,0.983481
1713602430238534043,3.44559,0.0551003,0.827413,-0.309618,3.46641,0.0896992,0.150499,Four,0.983494,-0.0273115,0.178866,0.0328473,0.999066,-0.0280612,-0.177933,0.0334733,0.983473
1713602430246693179,3.47759,0.0496971,0.834679,-0.266629,3.49933,0.0853106,0.151668,Four,0.983488,-0.0273569,0.178896,0.0328962,0.999065,-0.0280702,-0.177961,0.0334917,0.983467
1713602430252088660,3.44645,0.0464497,0.827984,-0.288009,3.46758,0.0813593,0.150539,Four,0.983487,-0.0273933,0.178891,0.0329304,0.999064,-0.0280557,-0.177955,0.0334834,0.983469
1713602430263135375,3.44396,0.0397817,0.827723,-0.274845,3.46527,0.0746652,0.150414,Four,0.983482,-0.0274053,0.178917,0.0329455,0.999063,-0.0280677,-0.17798,0.0334985,0.983464
1713602430271686046,3.41999,0.0346797,0.822168,-0.265194,3.44085,0.068904,0.149122,Four,0.983487,-0.0273982,0.178895,0.0329403,0.999063,-0.0280828,-0.177958,0.0335119,0.983467
1713602430277135041,3.44994,0.0309236,0.829379,-0.260919,3.47169,0.0660412,0.150706,Four,0.983483,-0.0274294,0.178912,0.0329777,0.999061,-0.0281105,-0.177973,0.0335463,0.983463
1713602430288316232,3.4196,0.024503,0.822447,-0.283196,3.44079,0.0588501,0.149117,Four,0.983485,-0.0274387,0.1789,0.0329881,0.99906,-0.0281184,-0.17796,0.0335556,0.983465
1713602430296687024,3.41939,0.0195712,0.823232,-0.298551,3.44087,0.0537092,0.149609,Four,0.983479,-0.0273834,0.178941,0.0329312,0.999062,-0.0281063,-0.178003,0.0335347,0.983458
1713602430302165338,3.41927,0.0163097,0.823232,-0.313133,3.44083,0.0505301,0.149605,Four,0.983482,-0.0274077,0.178917,0.0329536,0.999062,-0.0280983,-0.177979,0.0335302,0.983463
1713602430313402058,3.4493,0.00844682,0.830016,-0.25216,3.4718,0.0434738,0.150701,Four,0.983484,-0.0274063,0.178907,0.0329462,0.999063,-0.0280676,-0.17797,0.0334983,0.983465
1713602430321735210,3.44484,0.00387381,0.829054,-0.275521,3.46736,0.03874,0.1505,Four,0.98349,-0.0273963,0.178879,0.0329411,0.999062,-0.0281008,-0.177941,0.0335294,0.98347
1713602430327443775,3.44233,-9.18665e-05,0.828593,0.237539,3.46491,0.0346129,0.150424,Four,0.983494,-0.0273693,0.178861,0.0329117,0.999063,-0.0280934,-0.177924,0.0335163,0.983473
1713602430338409223,3.4478,-0.00685288,0.830565,0.249277,3.47084,0.0279555,0.151188,Four,0.983495,-0.0273608,0.178853,0.0329003,0.999064,-0.0280792,-0.177917,0.0335001,0.983475
1713602430346740485,3.44452,-0.0117013,0.829815,0.245769,3.46759,0.0229949,0.151035,Four,0.983504,-0.0273544,0.178807,0.0328937,0.999064,-0.0280878,-0.177871,0.033506,0.983483
1713602430352307011,3.4157,-0.0136413,0.823556,-0.348978,3.43819,0.0200877,0.149965,Four,0.983507,-0.0272991,0.178799,0.0328411,0.999065,-0.0281089,-0.177864,0.0335173,0.983484
1713602430363572897,3.44692,-0.0217466,0.831086,0.267969,3.47046,0.0125845,0.151655,Four,0.983514,-0.0272392,0.178767,0.0327839,0.999066,-0.0281353,-0.177834,0.0335321,0.983489
1713602430371730130,3.41199,-0.0256211,0.823034,0.322664,3.43477,0.00787341,0.149884,Four,0.983517,-0.027262,0.178749,0.0328053,0.999066,-0.0281285,-0.177815,0.0335288,0.983493
1713602430377531962,3.44078,-0.0299455,0.830027,0.306301,3.46446,0.00435748,0.151388,Four,0.983511,-0.0272762,0.17878,0.0328174,0.999066,-0.0281105,-0.177846,0.0335141,0.983487
1713602430388290454,3.4291,-0.0359869,0.827989,0.331564,3.45276,-0.00237159,0.151402,Four,0.983522,-0.0271738,0.178737,0.0327167,0.999069,-0.0281368,-0.177806,0.0335209,0.983494
1713602430394770708,3.42995,-0.0396227,0.828209,0.353634,3.45373,-0.00601133,0.151463,Four,0.983528,-0.0271653,0.178704,0.0327031,0.99907,-0.0281153,-0.177774,0.0334964,0.983501
1713602430402550070,3.4292,-0.0435891,0.828662,0.368523,3.45318,-0.0101687,0.151911,Four,0.983529,-0.0271227,0.178703,0.0326669,0.99907,-0.0281555,-0.177773,0.0335295,0.9835
1713602430409667794,3.42779,-0.0480181,0.828312,0.388161,3.45184,-0.0145673,0.15187,Four,0.983539,-0.0271432,0.178647,0.0326882,0.999069,-0.0281681,-0.177716,0.0335441,0.98351
1713602430417427977,3.45271,-0.0527846,0.83439,0.398187,3.47757,-0.0186749,0.153238,Four,0.983538,-0.0271458,0.178653,0.0326901,0.999069,-0.0281634,-0.177722,0.0335399,0.983509
1713602430424516391,3.45993,-0.0572534,0.836334,0.405923,3.48515,-0.0229277,0.153615,Four,0.983532,-0.0271544,0.178681,0.0327024,0.999068,-0.0281777,-0.17775,0.0335569,0.983503
1713602430431735720,3.45706,-0.0615176,0.83632,0.431029,3.48243,-0.0270765,0.15399,Four,0.983531,-0.0272136,0.178677,0.0327648,0.999065,-0.0281903,-0.177743,0.0335804,0.983504
1713602430439259261,3.47761,-0.0666205,0.841357,0.432283,3.50368,-0.0312943,0.155177,Four,0.983531,-0.0273122,0.178664,0.0328625,0.999063,-0.0281797,-0.177727,0.0335869,0.983507
1713602430450243414,3.42396,-0.0708396,0.829673,0.50033,3.44893,-0.0367514,0.153225,Four,0.983536,-0.0273692,0.178625,0.0329207,0.99906,-0.0281888,-0.177686,0.0336051,0.983513
1713602430456797873,3.45239,-0.0754607,0.836623,0.498223,3.47826,-0.0406243,0.154864,Four,0.983537,-0.0273697,0.178622,0.0329191,0.999061,-0.0281777,-0.177683,0.0335939,0.983514
1713602430468408540,3.49159,-0.0827409,0.846218,0.511404,3.51873,-0.0471509,0.157019,Four,0.983536,-0.0272935,0.17864,0.0328463,0.999063,-0.0281997,-0.177703,0.0336031,0.98351
1713602430476705975,3.46702,-0.0861111,0.841092,0.541657,3.49374,-0.0511723,0.156235,Four,0.983536,-0.0272954,0.178639,0.0328471,0.999063,-0.0281935,-0.177702,0.0335971,0.983511
1713602430483268509,3.43868,-0.0880921,0.835113,0.573029,3.46486,-0.0539656,0.1552,Four,0.98353,-0.0272796,0.178673,0.0328325,0.999063,-0.0281956,-0.177736,0.0335975,0.983504
